9.38,
9.41,
9.33,
9.41,
9.27,
9.26,
9.37,
9.38,
9.5,
9.37,
9.58,
10.96,
11.52,
9.57,
9.98,
9.91,
17.63,
14.52,
23.32,
9.97,
59.59,
20.27,
30.38,
73.67,
21.43,
34.57,
