22.59,
181.43,
165.93,
194.03,
127.39,
116.01,
107.02,
183.55,
114.2,
113.01,
173.77,
103.81,
101.77,
96.76,
93.14,
124.39,
94.11,
193.03,
93.39,
118.54,
94.94,
104.58,
92.0,
94.38,
94.49,
99.87,
100.7,
92.85,
88.59,
98.85,
102.99,
126.25,
97.38,
91.42,
129.57,
95.87,
101.27,
110.39,
98.54,
112.35,
103.55,
106.55,
126.67,
91.77,
